"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000117318",2962.74567033622,-2.86236967902068,0.0745675026510206,-38.3862886278585,0,0
"ENSG00000126709",1864.58050233904,-4.52867275010529,0.0942369852620966,-48.0562142083591,0,0
"ENSG00000137962",8903.50360125097,2.53485175936751,0.0617084914498783,41.0778435805127,0,0
"ENSG00000117525",6750.09037826834,2.48932338285213,0.0524609648054537,47.4509645806847,0,0
"ENSG00000081277",48205.31128483,-3.37040314003339,0.0448583713387435,-75.1343180647849,0,0
"ENSG00000058668",12411.1927280215,-2.42254327012415,0.0573288595332441,-42.2569590577561,0,0
"ENSG00000276600",1653.02718392469,-3.87470673663709,0.0853523495295691,-45.3966031162945,0,0
"ENSG00000125538",2668.49873470758,2.72328362915393,0.0637882193623941,42.6925795448591,0,0
"ENSG00000188042",2668.62210468997,2.35822659210107,0.0608374703047537,38.7627325772749,0,0
"ENSG00000074416",1806.08578174659,2.62357215879204,0.0690254870632781,38.0087453260115,0,0
"ENSG00000068078",2494.10373500126,-6.17890174396861,0.121218080688218,-50.9734332443459,0,0
"ENSG00000134363",3272.63705934501,3.22846124379163,0.0698314139759768,46.2322192831765,0,0
"ENSG00000120708",14876.6074530031,-2.26070225876708,0.054487626492034,-41.4901951931709,0,0
"ENSG00000120738",6698.35381432401,-2.31181364035234,0.0533636582171994,-43.3218733045411,0,0
"ENSG00000086570",11674.8668675511,-3.20372372008148,0.0600957482859041,-53.3103224680695,0,0
"ENSG00000112378",17562.5762091923,-2.05827471122908,0.0504137899570989,-40.8276130991268,0,0
"ENSG00000131016",3745.70777192872,2.62047495715952,0.0608149102321034,43.0893500813919,0,0
"ENSG00000106211",39610.8625615949,-4.25899622837035,0.0678640151838797,-62.7577990608198,0,0
"ENSG00000182492",1458.90489995754,-3.21335596523607,0.0837920892540641,-38.3491567502622,0,0
"ENSG00000185585",2186.11927726861,-4.29924225458382,0.0880962549279031,-48.8016460870245,0,0
"ENSG00000175592",3620.29269967684,3.08778340837043,0.0637190794368384,48.4593223201097,0,0
"ENSG00000137699",19687.1143494181,-2.01927296723462,0.0521157576361942,-38.7459198296725,0,0
"ENSG00000065809",1172.49283874271,3.55628492140654,0.090707415062029,39.2061103160599,0,0
"ENSG00000107731",5419.5242476393,-3.67749372560134,0.0637378377488913,-57.6971835801773,0,0
"ENSG00000107957",7202.24109974152,-2.19517236411907,0.0526673917172475,-41.6799141279707,0,0
"ENSG00000111348",1875.40961098511,3.07566224748554,0.0711944098331951,43.200895332817,0,0
"ENSG00000205420",46482.5915927029,-3.58659877001073,0.0559453456610168,-64.1089750654611,0,0
"ENSG00000186081",346440.458805786,-2.43455026026589,0.0516603030047829,-47.1261320329556,0,0
"ENSG00000111057",36211.0681375572,2.79434155981214,0.0558098576480027,50.0689605308846,0,0
"ENSG00000123384",2582.84547984734,-3.24399410643333,0.0800086228428012,-40.5455561059593,0,0
"ENSG00000139318",2042.05308334355,2.82377456679291,0.0690767694760011,40.8787873001785,0,0
"ENSG00000165474",2824.07336628316,-3.67674118849344,0.0698581350797228,-52.6315393947678,0,0
"ENSG00000092068",2042.20240062683,-4.50598365809345,0.0889475630706453,-50.6588770117809,0,0
"ENSG00000137801",26044.0026282022,2.41330715542236,0.0598939582524294,40.2929982562052,0,0
"ENSG00000184254",6431.01056456063,2.70352673074876,0.0529954394860067,51.0143279680248,0,0
"ENSG00000108352",2392.3570979395,-3.09701864950909,0.067309011598927,-46.0119466315037,0,0
"ENSG00000186847",151325.458616445,-3.25129051626159,0.0650829875989023,-49.9560735640911,0,0
"ENSG00000186832",12026.1516507457,-6.89452139032307,0.160248188970088,-43.0240206434409,0,0
"ENSG00000128422",160285.582208341,-2.75451548640119,0.0649318793179605,-42.4216196317497,0,0
"ENSG00000134757",3072.00723538467,-3.14971873141877,0.0630442712865552,-49.9604272861264,0,0
"ENSG00000179242",1284.33552689237,4.146792717291,0.097173885992578,42.6739414085769,0,0
"ENSG00000101210",1162.57680979199,3.70301785572865,0.0940663512784066,39.3660198934355,0,0
"ENSG00000074181",5084.96917331457,-3.20627892267037,0.0648857841953389,-49.4141969991124,0,0
"ENSG00000100234",1578.34327287127,-3.93891920492105,0.0864178923940491,-45.5799036032994,0,0
"ENSG00000170421",47531.3397401471,1.98470014292762,0.0529379197779005,37.4910867532077,1.28688661154976e-307,6.12014674972811e-305
"ENSG00000134215",949.523512383197,-4.32518953950898,0.115424023592107,-37.4721778439608,2.6155290075922e-307,1.21684644111915e-304
"ENSG00000104419",12254.8294513965,-1.81893069706194,0.0486016164786841,-37.4253127539431,1.51462785555908e-306,6.89671292272764e-304
"ENSG00000184792",1555.959831841,2.68590563878257,0.0725799837514286,37.0061482513035,9.11954023351277e-300,4.06598501119598e-297
"ENSG00000157601",1557.30280727274,-2.68822749076457,0.0727199795787091,-36.9668350615382,3.90771428242138e-299,1.7067141501653e-296
"ENSG00000170345",3678.56468291548,-2.01635650839791,0.0546688739418041,-36.8830810479901,8.63001180489211e-298,3.69381765272992e-295
"ENSG00000151726",1575.85506256529,-2.69593488907102,0.0734100455933437,-36.7243320349534,2.98723957545108e-295,1.25352772851428e-292
"ENSG00000103044",2488.73592637025,2.2720794456702,0.0620732099182319,36.6032214003944,2.54174589147583e-293,1.04607507352835e-290
